state_name,county_name,year,month,log_traffic,mean
California,Los Angeles,2017,12,6.890328840216025,21.259124087591239
Washington,Yakima,2017,8,4.0280422950907493,21.07083333333334
Louisiana,Caddo,2018,7,4.7515254423234143,20.914285714285715
Oregon,Jackson,2015,11,4.781403489496042,20.830769230769231
Idaho,Canyon,2017,1,4.8214414675352906,20.64
California,San Joaquin,2019,1,4.1105223726013227,20.6030303030303
Montana,Yellowstone,2018,8,4.9460688948408462,20.479310344827585
Washington,Whatcom,2018,8,4.8038734563250545,20.470967741935485
California,Orange,2017,12,5.9491786636447612,20.406451612903226
Washington,Yakima,2019,11,4.1038037209559572,20.30625
California,Sacramento,2018,8,6.0307988122852612,20.15
Idaho,Canyon,2015,8,5.2479070129976568,20.1
Georgia,Richmond,2016,11,4.665665402907714,20.09
California,San Joaquin,2016,12,4.1189587777664336,20.055056179775281
Idaho,Ada,2017,8,5.5217041288501534,20.026666666666667
California,San Bernardino,2015,2,5.4613199100872052,19.984444444444446
Montana,Missoula,2018,8,5.0209989950367957,19.814754098360659
Montana,Missoula,2017,1,4.6786276217729,19.758064516129032
California,Fresno,2016,12,5.096078847110606,19.754807692307697
California,San Joaquin,2018,1,4.0470411034159071,19.6375
Illinois,Cook,2015,7,6.968691966677155,19.635
Texas,Hidalgo,2018,7,4.8284536543460455,19.605882352941176
California,Kern,2018,1,4.1500192019151489,19.563888888888894
Idaho,Canyon,2017,8,5.3307059106102628,19.5
Oregon,Jackson,2019,7,5.0292051525709516,19.499999999999996
Texas,Webb,2018,7,4.200905191684992,19.392857142857142
Idaho,Ada,2018,8,5.5628945105565428,19.34
California,Alameda,2015,1,5.9011367045416518,19.18870967741935
South Carolina,Greenville,2016,11,5.2389589188348733,19.104761904761904
Idaho,Ada,2017,9,5.4725809413407269,18.98
Idaho,Canyon,2017,9,5.27121642299108,18.97
Washington,Yakima,2016,1,4.1171055027612509,18.918750000000003
California,San Joaquin,2018,8,4.2821007372858473,18.908602150537636
California,Fresno,2015,11,5.0545517741162751,18.886928104575166
Montana,Gallatin,2016,9,4.9953411786285216,18.83666666666667
California,Kern,2018,8,4.259904319515269,18.766055045871557
Texas,Dallas,2018,7,6.153185367075217,18.738157894736844
Idaho,Canyon,2019,11,4.9355274182333337,18.68888888888889
Oregon,Lane,2017,8,5.0067269684161761,18.682978723404254
California,Fresno,2015,12,5.0568210320325786,18.593749999999996
Oregon,Jackson,2017,1,4.7341595132444665,18.542857142857144
Utah,Salt Lake,2016,2,6.2123948439727554,18.471851851851852
Idaho,Ada,2017,1,5.4098824245182433,18.415384615384614
Utah,Utah,2018,8,4.1644123441047691,18.27741935483871
California,Kern,2016,11,4.2592354021987333,18.274117647058823
Idaho,Ada,2015,8,5.4482826375493438,18.133333333333333
Pennsylvania,Lehigh,2016,1,4.6447240860829826,18.04
California,Fresno,2018,12,5.1633283792020732,18.031499999999998
California,Kern,2016,12,4.2084413564385672,18.008139534883718
Tennessee,Hamilton,2016,11,4.9007657318060245,17.948275862068964
Texas,Travis,2018,7,6.1785090378188077,17.934883720930227
California,San Bernardino,2015,1,5.4976606941671085,17.932500000000005
California,Alameda,2017,12,6.039573926004544,17.916233766233766
Washington,Yakima,2018,11,4.09892047872233,17.910000000000004
Washington,Yakima,2016,12,4.125090713082634,17.790277777777781
California,San Joaquin,2018,12,4.11965172203987,17.677419354838708
Texas,Hidalgo,2019,5,4.8360834777642525,17.675
California,Los Angeles,2015,1,6.7741885295393578,17.629655172413795
California,Orange,2018,1,5.9049539902278951,17.578378378378382
California,Fresno,2019,11,5.2032586832068661,17.528220858895708
California,Santa Clara,2017,12,6.0398604792938757,17.519387755102038
Texas,Webb,2019,5,4.2167199671902784,17.513793103448272
Texas,Cameron,2018,7,4.8769160772978788,17.474074074074075
California,Fresno,2016,11,5.0985433593202805,17.358375634517767
Montana,Missoula,2016,1,4.6762270639907442,17.275806451612905
Ohio,Summit,2015,7,5.1666580068357417,17.264814814814812
North Dakota,Ward,2018,8,4.40956119452185,17.248387096774195
California,Humboldt,2018,11,4.1333153168988481,17.21
California,San Joaquin,2019,11,4.2440791066723884,17.209999999999997
Washington,Yakima,2015,12,4.1450409400370241,17.187755102040814
Washington,King,2017,8,6.6693759294415758,17.175609756097561
California,Santa Clara,2015,1,5.8404492523184421,17.172
Indiana,Allen,2015,7,4.8234872708508147,17.090697674418607
California,Los Angeles,2015,2,6.7322860575227947,17.020666666666664
North Dakota,Burleigh,2018,8,4.69064786574359,16.963513513513519
California,Fresno,2015,2,4.9724527867166444,16.902127659574472
California,Los Angeles,2018,1,6.8618222520945293,16.833846153846149
Colorado,La Plata,2018,7,4.576571684065291,16.803124999999998
California,Fresno,2016,2,5.0033484972578677,16.784020618556703
Arizona,Maricopa,2017,12,6.5796628916936415,16.725
Montana,Flathead,2017,8,4.9414667089319178,16.71935483870968
Nevada,Washoe,2018,8,5.5967411035888119,16.698058252427188
Montana,Gallatin,2018,8,5.2000758445366513,16.677419354838712
California,San Joaquin,2015,12,4.1019875185583,16.5494623655914
Louisiana,Rapides,2018,7,4.35351231653885,16.52
Idaho,Ada,2015,1,5.337559087628736,16.478571428571428
Texas,Harris,2018,7,6.7396581664821404,16.397368421052633
Oregon,Lane,2017,12,4.9490482923156636,16.384090909090908
Texas,Nueces,2018,7,4.796955734320802,16.342647058823527
California,San Mateo,2017,10,6.675948361250148,16.342307692307688
Texas,Bexar,2018,7,5.9667516640513778,16.291304347826088
California,Sonoma,2015,1,4.2657138106400216,16.251612903225805
Texas,Cameron,2015,6,4.8149796837607566,16.233333333333331
California,Alameda,2017,10,6.0575234706559655,16.229411764705883
California,Kern,2018,11,4.2874658053432286,16.212871287128714
Utah,Salt Lake,2017,12,6.2691770533568212,16.141071428571433
California,Fresno,2016,1,5.0762580379717228,16.096491228070178
Utah,Salt Lake,2017,1,6.25065123914727,16.069950738916258
Washington,Yakima,2019,2,4.0153178330691164,16.064615384615383
California,San Joaquin,2015,11,4.075802353626826,16.064444444444444
California,Fresno,2018,2,5.025674449410344,16.057065217391305
Louisiana,East Baton Rouge,2018,7,4.8321511110767092,16.023809523809522
South Dakota,Pennington,2015,8,4.80415988528302,15.997619047619049
Pennsylvania,Centre,2017,12,4.3480710990798883,15.990322580645163
Oregon,Lane,2018,11,4.9798532753048557,15.959523809523807
California,San Joaquin,2016,2,4.0454403398147738,15.934722222222222
Louisiana,Caddo,2015,7,4.8015203295271638,15.93157894736842
Oregon,Lane,2019,11,5.0123436195036488,15.8609756097561
Texas,Nueces,2015,7,4.7944043863740866,15.84
Utah,Salt Lake,2018,8,6.3647991195358466,15.82118644067797
California,Fresno,2019,1,5.129792976577165,15.759585492227982
Georgia,Fulton,2016,11,6.92561155857785,15.736666666666666
California,San Diego,2018,8,6.35928211566339,15.704938271604936
Tennessee,Sullivan,2016,11,4.5384731910394418,15.65
California,San Bernardino,2018,8,5.6557155091724045,15.6156462585034
California,Fresno,2017,11,5.1100237488725417,15.6035
Montana,Yellowstone,2017,8,4.9355374940869829,15.593103448275862
California,Fresno,2017,10,5.1238581716620715,15.505339805825244
Oregon,Multnomah,2017,8,6.278748572250767,15.450000000000003
California,San Joaquin,2015,2,4.0298300193106584,15.434146341463414
Utah,Salt Lake,2016,1,6.223545519869357,15.424812030075188
Texas,Cameron,2015,7,4.8518696007297661,15.388888888888889
Louisiana,Ouachita,2018,7,4.2931414834509312,15.372727272727271
Wyoming,Park,2017,8,4.0257153839013409,15.36
South Carolina,Lexington,2016,11,4.956912434909154,15.350000000000001
Arizona,Maricopa,2015,12,6.5821879489018418,15.323192771084337
Idaho,Canyon,2017,12,4.94116843315739,15.32
California,Sacramento,2017,12,5.9769727700439681,15.319999999999999
California,San Joaquin,2017,10,4.17819969914806,15.305376344086021
Indiana,Marion,2015,7,5.8681405055829705,15.304895104895104
Washington,Spokane,2015,11,5.383271259875869,15.29375
California,San Mateo,2017,12,6.6557472692032675,15.229032258064516
Oregon,Jackson,2016,12,4.7969280073495764,15.216666666666669
California,San Bernardino,2017,12,5.6222285337566813,15.189843750000001
Pennsylvania,Dauphin,2015,7,5.0025029953970606,15.18225806451613
South Dakota,Pennington,2015,7,4.8202934334486,15.135
Texas,Cameron,2016,5,4.7914099156671606,15.133333333333335
Pennsylvania,Westmoreland,2015,7,4.5928094110842563,15.129213483146069
California,Orange,2015,1,5.8617386664131628,15.068571428571429
California,San Joaquin,2016,1,4.0344680227550427,15.060465116279069
California,Los Angeles,2019,11,6.8744963712493323,15.060439560439562
Michigan,Kent,2015,7,5.3725640599951854,15.056
Texas,Tarrant,2015,7,6.7886995970950625,15.042857142857143
California,Kern,2015,2,4.2333515276532747,15.010666666666669
South Dakota,Pennington,2018,8,4.855858221196212,14.934146341463414
Idaho,Canyon,2018,7,5.3073120121047781,14.918181818181818
California,San Bernardino,2015,8,5.5717251320999619,14.861797752808991
Texas,Harris,2015,7,6.71505169794508,14.858510638297872
California,Kern,2016,8,4.2391242240947777,14.853409090909089
California,Sacramento,2016,12,5.9310615360318257,14.833027522935778
Wyoming,Teton,2018,8,5.0434880283515611,14.806349206349205
Pennsylvania,Lehigh,2018,1,4.7074509416386023,14.784615384615384
Washington,Spokane,2018,11,5.5117550581200954,14.775000000000002
North Dakota,Cass,2018,8,4.8672317145188941,14.764516129032259
Washington,Spokane,2019,11,5.5001472458706324,14.756666666666666
Indiana,Allen,2015,1,4.7212663761338689,14.746938775510204
Pennsylvania,Centre,2018,12,4.4349040755515414,14.725806451612904
California,San Bernardino,2019,11,5.6974568953034179,14.716788321167883
Ohio,Summit,2015,5,5.13023081241513,14.675999999999998
Louisiana,East Baton Rouge,2016,10,4.8334021292318585,14.672307692307692
Texas,Dallas,2015,7,6.115254943547126,14.667741935483873
Oregon,Lane,2017,1,4.8125590951544455,14.62941176470588
California,Kern,2015,11,4.2942236589765859,14.628571428571426
Montana,Flathead,2018,11,4.516416372803973,14.599999999999998
Montana,Flathead,2015,1,4.4633105544564868,14.590322580645163
Wyoming,Park,2018,8,4.0163646794562942,14.583333333333336
Texas,Hidalgo,2019,6,4.8987745304313064,14.564705882352943
Pennsylvania,Allegheny,2015,7,5.8707637172459659,14.557758620689656
Montana,Yellowstone,2017,9,4.8371653000419235,14.556666666666668
Utah,Utah,2017,1,4.1083281942661838,14.545833333333334
California,San Joaquin,2018,2,4.0739381906352525,14.536144578313252
Texas,Tarrant,2018,7,6.7980421380223275,14.516000000000002
Indiana,Allen,2018,11,4.79861612145925,14.48666666666667
Oregon,Jackson,2018,12,4.9195539857334225,14.481818181818182
Arkansas,Pulaski,2019,9,5.2526831619321976,14.458139534883722
Oregon,Jackson,2018,9,4.940526445700951,14.450000000000001
Oregon,Jackson,2018,11,4.9300010010090753,14.45
California,Sonoma,2017,10,4.4251591045997047,14.441935483870969
Indiana,Vanderburgh,2015,7,4.5985497730876252,14.40151515151515
Texas,Cameron,2019,5,4.8755878879420838,14.393103448275863
Alabama,Jefferson,2015,7,5.4042091831925267,14.384615384615383
California,Riverside,2017,7,4.8689499237990157,14.38225806451613
California,Kern,2018,7,4.2596655387296725,14.378947368421054
Arizona,Maricopa,2016,1,6.5591551123376552,14.378787878787879
California,Orange,2017,10,5.9613712541350319,14.372340425531915
Texas,Travis,2015,7,6.0635641455945875,14.37
North Carolina,Wake,2016,11,5.9759650428101327,14.369999999999997
Indiana,Allen,2018,12,4.7886773431815994,14.36774193548387
California,Los Angeles,2018,8,6.9480192813829929,14.347794117647057
California,Alameda,2018,8,6.1178186257965033,14.339130434782609
California,Alameda,2017,9,6.0361632162212082,14.324000000000002
Texas,Hidalgo,2015,4,4.78290956540264,14.280000000000001
Texas,Hidalgo,2018,6,4.8249844579210457,14.251515151515152
Kentucky,Jefferson,2015,7,5.4965283627385455,14.250359712230217
Oklahoma,Tulsa,2018,7,5.4671254524724588,14.226582278481011
Louisiana,Lafayette,2018,7,4.573324240165376,14.218181818181819
California,San Bernardino,2018,1,5.57860597772045,14.212413793103448
California,San Bernardino,2016,1,5.503057618225899,14.19230769230769
Louisiana,Calcasieu,2018,7,4.0426936181786433,14.190909090909091
Alabama,Jefferson,2015,6,5.4004360952351771,14.185555555555558
Pennsylvania,Allegheny,2016,11,5.834873837578245,14.15340909090909
California,Kern,2016,2,4.1623552735520795,14.15
California,Orange,2019,11,5.9058865062817167,14.146376811594202
Montana,Gallatin,2017,8,5.1579008088955716,14.141935483870967
California,Riverside,2018,8,4.9364182274027053,14.125000000000002
California,San Bernardino,2015,12,5.5653341506179368,14.117441860465117
Georgia,Richmond,2018,3,4.6907806545014878,14.1
Oklahoma,Tulsa,2018,3,5.3665331513070234,14.085714285714285
California,Santa Clara,2018,8,6.1265615906868556,14.075757575757576
California,San Bernardino,2019,7,5.6958195242197478,14.073611111111113
Idaho,Canyon,2018,1,4.8089735266532667,14.066666666666665
Indiana,Vanderburgh,2015,2,4.4277781372241733,14.0625
California,Kern,2015,12,4.3024175191506222,14.060810810810811
Texas,Bexar,2015,7,5.9025386260244064,14.06
California,Los Angeles,2018,11,6.8837814882096922,14.057959183673471
Ohio,Summit,2015,2,5.0333754978634877,14.040000000000001
Ohio,Cuyahoga,2015,3,5.8134341975790411,14.029850746268657
California,Kern,2017,10,4.2719809300094056,14.02820512820513
Louisiana,Caddo,2017,11,4.6677423860775429,14.025
Louisiana,Caddo,2018,6,4.7580409174289988,14.016666666666667
California,Alameda,2018,1,5.979679462686347,14.014935064935065
California,San Mateo,2015,1,6.5387479946878049,14.006451612903225
Utah,Utah,2018,9,4.1190908524217216,14.0016
California,Monterey,2018,11,4.5331744607423907,13.993
California,Los Angeles,2018,12,6.8950711558274662,13.982592592592594
California,Orange,2015,2,5.843545457232687,13.959459459459461
California,Orange,2017,11,5.94636677329602,13.955737704918032
Georgia,Fulton,2015,6,6.9469364495218864,13.955555555555556
California,Orange,2018,12,5.91066441789372,13.933823529411761
Montana,Missoula,2015,1,4.6551192178162282,13.931182795698925
Indiana,Allen,2015,2,4.6885532936470238,13.926086956521738
Arizona,Maricopa,2018,1,6.5600153645027861,13.924662162162162
California,Santa Clara,2017,10,6.0563238797667713,13.91919191919192
Oregon,Multnomah,2018,8,6.292506604721801,13.9
California,Kern,2019,11,4.3649072895580341,13.889719626168224
Michigan,Wayne,2018,12,6.43415756654467,13.866037735849055
Ohio,Lucas,2015,3,4.3555472957321326,13.863157894736844
California,Riverside,2016,7,4.8831558833848883,13.860215053763442
Colorado,Denver,2019,2,6.6527628345173282,13.847222222222223
California,Santa Clara,2019,11,6.1053820915873089,13.844
California,San Bernardino,2017,11,5.6212199168274735,13.840944881889762
Washington,Yakima,2019,12,4.14057088863295,13.829411764705883
Texas,Cameron,2016,4,4.7586469979207751,13.799999999999999
Texas,Hidalgo,2016,4,4.7190328141884175,13.792307692307693
Texas,Hidalgo,2015,7,4.9112268771820853,13.783333333333333
Illinois,Cook,2015,3,6.8963869233063857,13.782407407407408
Washington,Snohomish,2019,11,4.888864386018648,13.781666666666666
Pennsylvania,Philadelphia,2015,12,6.3782997647481379,13.779775280898876
California,San Joaquin,2016,11,4.1548498415207442,13.770000000000001
Louisiana,Caddo,2017,9,4.606284605561811,13.76
Pennsylvania,Dauphin,2019,2,4.9889467059068782,13.733333333333334
California,San Bernardino,2017,7,5.5838582192387483,13.731623931623933
Hawaii,Hawaii,2018,6,5.62856772038267,13.72826855123675
Indiana,Marion,2019,12,5.9085102179508437,13.725827814569536
Texas,Cameron,2019,6,4.8959747323590648,13.71
California,Fresno,2018,7,5.2323072965702773,13.709644670050761
Colorado,Mesa,2016,1,4.4775408699374735,13.707500000000001
Illinois,Cook,2018,12,6.90606295677296,13.703870967741937
Wisconsin,Dane,2018,12,5.2158331237300892,13.699999999999998
Ohio,Lucas,2015,1,4.1879998724048351,13.68
California,San Bernardino,2015,6,5.56565186989915,13.678846153846154
Louisiana,Caddo,2016,7,4.7310163118514321,13.674999999999999
California,Fresno,2017,8,5.1065648348467638,13.672195121951217
Indiana,Allen,2015,3,4.8147801457458046,13.669811320754716
Michigan,Wayne,2019,12,6.4803053818976437,13.634969325153374
Connecticut,Hartford,2015,2,5.6000401753265567,13.611475409836066
Georgia,Fulton,2015,7,6.9634712907245166,13.61025641025641
California,San Diego,2019,7,6.3885398945638334,13.593406593406595
Oregon,Jackson,2019,11,4.9350233272675492,13.59
Pennsylvania,Allegheny,2019,12,5.89634981842868,13.576605504587159
Texas,El Paso,2017,12,5.42605558248393,13.574509803921568
California,Riverside,2017,6,4.9412231323874627,13.554237288135594
California,San Bernardino,2017,8,5.5906434713299094,13.553424657534247
Pennsylvania,Dauphin,2015,2,4.9569987528798709,13.536363636363637
California,San Bernardino,2017,10,5.6193031193498033,13.519594594594595
Indiana,Marion,2016,11,5.84509059490218,13.517934782608693
California,Riverside,2016,6,4.9042339307743719,13.516759776536313
Texas,El Paso,2019,1,5.3852862433164654,13.496969696969696
California,Los Angeles,2016,12,6.8740370324968136,13.473662551440331
Washington,Yakima,2015,1,4.0117395613883184,13.460606060606061
Louisiana,Caddo,2019,6,4.8186151321186914,13.458333333333334
Ohio,Cuyahoga,2015,7,5.866619875405668,13.447826086956521
Pennsylvania,Philadelphia,2015,1,6.3124889969251958,13.4441717791411
California,Orange,2018,8,5.9894911982636687,13.442857142857141
Pennsylvania,Centre,2019,2,4.3565803286402582,13.439285714285715
Michigan,Kent,2019,12,5.4907574642750339,13.433333333333334
Colorado,Denver,2018,8,6.7689975216753622,13.427272727272726
Oregon,Jackson,2018,1,4.7890657398042826,13.423076923076923
Arkansas,Pulaski,2018,7,5.3098004456017334,13.421428571428574
Ohio,Montgomery,2015,7,5.2937049929263109,13.421428571428571
Oklahoma,Oklahoma,2018,7,5.6182081805917718,13.405952380952384
California,San Mateo,2017,9,6.6617867595590621,13.393333333333333
Pennsylvania,Allegheny,2018,8,5.9474361727519289,13.386134453781512
Montana,Missoula,2017,7,4.9929686162531022,13.373770491803276
Wisconsin,Dane,2018,8,5.3135909549592881,13.371666666666668
Ohio,Summit,2015,1,5.0464873602307732,13.367924528301888
Idaho,Ada,2018,7,5.5734912488502752,13.362499999999999
California,Riverside,2015,2,5.3839032927386148,13.351181102362204
Idaho,Canyon,2016,12,4.9975785848913246,13.35
Texas,Hidalgo,2018,2,4.68897123937068,13.35
Hawaii,Hawaii,2017,1,5.60937240346895,13.34375
California,San Bernardino,2016,7,5.5421666416477331,13.327142857142858
California,Riverside,2015,8,4.8498491956052581,13.326506024096386
Illinois,Rock Island,2015,1,4.7580864028167555,13.322222222222221
Ohio,Montgomery,2016,11,5.2402296497165048,13.313333333333333
Texas,Webb,2019,6,4.2655960230875918,13.313333333333333
Pennsylvania,Lehigh,2017,12,4.7247426900436063,13.306451612903226
Pennsylvania,Philadelphia,2016,1,6.3163545365794613,13.300595238095239
Texas,Hidalgo,2018,3,4.7613564180163479,13.294871794871796
Oregon,Lane,2015,11,4.88150448497007,13.289583333333331
Oregon,Multnomah,2017,9,6.197041147634196,13.269999999999998
California,San Bernardino,2018,7,5.6506678283342024,13.268965517241378
California,San Joaquin,2017,11,4.2131457247428354,13.264772727272728
Texas,Cameron,2018,6,4.8713335406291494,13.262962962962963
Texas,Hidalgo,2016,5,4.7503232209648409,13.26
Utah,Salt Lake,2019,1,6.2845974258099142,13.257492354740062
Pennsylvania,Dauphin,2015,9,4.9662637875486677,13.247272727272728
Texas,Cameron,2018,2,4.806146043402058,13.234615384615383
Alabama,Jefferson,2019,9,5.3958451393174114,13.234444444444444
Nevada,Washoe,2018,7,5.6098418972201118,13.231067961165047
Pennsylvania,Centre,2017,11,4.3998813026919859,13.23
California,San Joaquin,2017,8,4.2350231594952232,13.226436781609197
California,Los Angeles,2017,10,6.8950274125307631,13.22140221402214
South Carolina,Charleston,2016,11,5.4991163526741262,13.22063492063492
Arkansas,Pulaski,2015,7,5.2759076678887951,13.216981132075473
California,Riverside,2017,11,5.34213437153464,13.164238410596024
Arizona,Maricopa,2018,12,6.5910158296763672,13.146101694915252
Louisiana,Caddo,2019,9,4.70963454740572,13.138461538461538
California,San Bernardino,2018,12,5.6426198096365807,13.138255033557048
Michigan,Wayne,2018,8,6.5230845086835227,13.13643410852713
Ohio,Summit,2015,6,5.1589381537792622,13.111764705882353
Utah,Utah,2016,1,4.0310042813635372,13.110526315789473
Hawaii,Hawaii,2017,2,5.5688503336685571,13.108888888888886
Illinois,Cook,2019,12,6.9248151022692124,13.1061797752809
Maryland,Anne Arundel,2015,7,6.3805916256200019,13.1
Arizona,Yuma,2018,4,4.1202447955463652,13.083333333333334
Hawaii,Hawaii,2018,7,5.66085978851924,13.080701754385963
Indiana,Allen,2019,2,4.7532075804068086,13.075000000000001
Washington,Whatcom,2017,8,4.7384872314224724,13.064516129032258
Illinois,Winnebago,2019,2,4.16858586553641,13.064
Oklahoma,Tulsa,2018,8,5.4227801917800367,13.058441558441558
Kentucky,Jefferson,2018,11,5.5285272025091663,13.052459016393442
Wisconsin,La Crosse,2018,8,4.2714233677435809,13.048387096774194
Alabama,Madison,2016,11,4.941769746107795,13.040000000000001
Wisconsin,Milwaukee,2019,12,5.7501178942842195,13.036363636363637
Pennsylvania,Centre,2019,3,4.4658585300084628,13.025806451612905
Oklahoma,Tulsa,2016,7,5.4014126043496038,13.018181818181818
Washington,Yakima,2017,12,4.0799405971523619,13.016666666666667
North Dakota,Burleigh,2017,9,4.6241582887891024,13.00921052631579
Oregon,Lane,2019,1,4.887031845975832,12.995238095238095
Minnesota,Hennepin,2019,12,6.4948412662150838,12.992857142857144
Georgia,Richmond,2017,2,4.587520147751265,12.988888888888889
Maine,Cumberland,2015,7,5.2820712495335247,12.988636363636365
Louisiana,Caddo,2019,11,4.7475205621171712,12.984615384615385
Oregon,Jackson,2015,2,4.6622477082456628,12.981818181818182
Texas,Hidalgo,2016,3,4.7647214610796134,12.970588235294118
Maryland,Anne Arundel,2015,1,6.1860164184771378,12.969999999999999
Pennsylvania,Dauphin,2016,1,4.8806306929384782,12.958333333333334
Colorado,Mesa,2015,1,4.4844991418954914,12.953658536585367
Texas,Webb,2018,6,4.2107197156810017,12.95
Pennsylvania,Allegheny,2019,7,5.95162549558796,12.935593220338983
Ohio,Franklin,2017,12,5.7944782871229519,12.931818181818183
Oregon,Jackson,2019,12,4.9604755342933737,12.93
Pennsylvania,Dauphin,2015,3,5.0365690160760073,12.918965517241379
California,Kern,2018,2,4.1636681537826687,12.902752293577981
Texas,Cameron,2017,4,4.7878287247615754,12.899999999999999
Texas,Tarrant,2015,8,6.7657186112038161,12.896774193548385
Pennsylvania,Erie,2018,8,4.2535318435270044,12.896774193548385
Idaho,Ada,2017,12,5.5023397060090149,12.893333333333333
California,San Joaquin,2015,8,4.1819578609310666,12.889247311827958
Kentucky,Jefferson,2015,2,5.3327837382366319,12.888990825688074
Washington,Yakima,2019,1,4.0834309481605109,12.881944444444443
Oregon,Jackson,2019,1,4.8387735546935993,12.866666666666667
Illinois,Winnebago,2019,11,4.2570302485932867,12.864705882352942
Texas,Hidalgo,2015,6,4.8796863937278809,12.86
Indiana,Marion,2018,7,5.9423776664252328,12.859748427672956
Indiana,Marion,2018,8,5.8998336295178282,12.855483870967742
Pennsylvania,Lehigh,2016,2,4.661793761618136,12.855172413793102
Arkansas,Pulaski,2015,6,5.2722014341402774,12.836734693877553
Montana,Flathead,2017,1,4.511388651757688,12.835483870967741
California,Monterey,2016,8,4.53812110793795,12.830927835051547
Utah,Salt Lake,2018,12,6.2921246552367753,12.817427385892115
Ohio,Cuyahoga,2015,1,5.7094014169472587,12.807272727272725
Washington,Yakima,2019,3,4.0698899965069382,12.793055555555556
California,Orange,2016,1,5.9034405382700426,12.789041095890408
Washington,Spokane,2015,1,5.3411297190064433,12.785714285714286
Arkansas,Pulaski,2016,10,5.2427078593922172,12.781818181818181
Illinois,Winnebago,2015,3,4.5365458175484354,12.780000000000001
California,San Bernardino,2015,9,5.5333970666017773,12.769879518072289
Louisiana,Jefferson,2018,7,6.0592516893483017,12.76875
Washington,Yakima,2016,11,4.09029333131011,12.767187499999999
Pennsylvania,Allegheny,2019,2,5.7905054228747987,12.761578947368422
California,San Diego,2019,11,6.3059430686636295,12.758695652173913
Texas,Harris,2015,6,6.6876877573281757,12.756962025316456
California,San Bernardino,2016,12,5.5838287808416576,12.756338028169013
Pennsylvania,Dauphin,2015,1,4.9616014193600968,12.754166666666666
Texas,Dallas,2018,8,6.1410017644087169,12.753968253968253
Texas,El Paso,2018,5,5.4583280677207844,12.753846153846153
Ohio,Franklin,2015,7,5.8029597139635092,12.74126984126984
Pennsylvania,Philadelphia,2015,2,6.3011450684552139,12.729878048780488
California,Riverside,2017,8,4.8862594158735266,12.728176795580112
Wyoming,Fremont,2018,8,5.5638843410801746,12.72777777777778
Arkansas,Pulaski,2015,9,5.2098151637744348,12.72075471698113
Michigan,Wayne,2017,1,6.3832840173595473,12.709142857142858
California,Kern,2017,11,4.2627832098507641,12.703571428571427
Wyoming,Natrona,2018,8,4.201970342349048,12.7
