fips,county_name,year,days
38013,"Burke, North Dakota",2012,366
48287,"Lee, Texas",2020,366
48287,"Lee, Texas",2012,366
48329,"Midland, Texas",2024,366
48329,"Midland, Texas",2016,366
48329,"Midland, Texas",2020,366
48329,"Midland, Texas",2012,366
48377,"Presidio, Texas",2024,366
48377,"Presidio, Texas",2020,366
51017,"Bath, Virginia",2016,366
51081,"Greensville, Virginia",2016,366
51093,"Isle of Wight, Virginia",2016,366
51093,"Isle of Wight, Virginia",2020,366
51093,"Isle of Wight, Virginia",2012,366
51131,"Northampton, Virginia",2024,366
51131,"Northampton, Virginia",2016,366
51131,"Northampton, Virginia",2020,366
51131,"Northampton, Virginia",2012,366
51590,"Danville City, Virginia",2024,366
51590,"Danville City, Virginia",2016,366
53033,"King, Washington",2024,366
53033,"King, Washington",2016,366
53033,"King, Washington",2020,366
53033,"King, Washington",2012,366
54093,"Tucker, West Virginia",2016,366
54093,"Tucker, West Virginia",2012,366
55089,"Ozaukee, Wisconsin",2020,366
55089,"Ozaukee, Wisconsin",2012,366
02188,"Northwest Arctic, Alaska",2024,366
02188,"Northwest Arctic, Alaska",2016,366
02188,"Northwest Arctic, Alaska",2020,366
02188,"Northwest Arctic, Alaska",2012,366
04025,"Yavapai, Arizona",2024,366
04025,"Yavapai, Arizona",2016,366
04025,"Yavapai, Arizona",2020,366
04025,"Yavapai, Arizona",2012,366
05059,"Hot Spring, Arkansas",2016,366
05059,"Hot Spring, Arkansas",2020,366
05059,"Hot Spring, Arkansas",2012,366
06029,"Kern, California",2024,366
06029,"Kern, California",2016,366
06029,"Kern, California",2020,366
06029,"Kern, California",2012,366
06071,"San Bernardino, California",2024,366
06071,"San Bernardino, California",2016,366
06071,"San Bernardino, California",2020,366
06071,"San Bernardino, California",2012,366
13095,"Dougherty, Georgia",2024,366
13095,"Dougherty, Georgia",2016,366
13095,"Dougherty, Georgia",2020,366
13095,"Dougherty, Georgia",2012,366
17063,"Grundy, Illinois",2016,366
17177,"Stephenson, Illinois",2024,366
17177,"Stephenson, Illinois",2020,366
17177,"Stephenson, Illinois",2012,366
19187,"Webster, Iowa",2016,366
22005,"Ascension, Louisiana",2024,366
22005,"Ascension, Louisiana",2016,366
22075,"Plaquemines, Louisiana",2016,366
22075,"Plaquemines, Louisiana",2020,366
22075,"Plaquemines, Louisiana",2012,366
23015,"Lincoln, Maine",2016,366
23015,"Lincoln, Maine",2020,366
23015,"Lincoln, Maine",2012,366
27089,"Marshall, Minnesota",2024,366
27089,"Marshall, Minnesota",2016,366
27089,"Marshall, Minnesota",2020,366
27089,"Marshall, Minnesota",2012,366
28059,"Jackson, Mississippi",2024,366
28059,"Jackson, Mississippi",2016,366
28059,"Jackson, Mississippi",2020,366
28059,"Jackson, Mississippi",2012,366
30085,"Roosevelt, Montana",2024,366
30085,"Roosevelt, Montana",2016,366
30085,"Roosevelt, Montana",2020,366
30085,"Roosevelt, Montana",2012,366
31109,"Lancaster, Nebraska",2024,366
31109,"Lancaster, Nebraska",2016,366
31109,"Lancaster, Nebraska",2020,366
31109,"Lancaster, Nebraska",2012,366
32033,"White Pine, Nevada",2024,366
32033,"White Pine, Nevada",2016,366
32033,"White Pine, Nevada",2020,366
32033,"White Pine, Nevada",2012,366
34039,"Union, New Jersey",2024,366
34039,"Union, New Jersey",2016,366
34039,"Union, New Jersey",2020,366
34039,"Union, New Jersey",2012,366
35021,"Harding, New Mexico",2012,366
35053,"Socorro, New Mexico",2024,366
35053,"Socorro, New Mexico",2016,366
35053,"Socorro, New Mexico",2020,366
35053,"Socorro, New Mexico",2012,366
37085,"Harnett, North Carolina",2024,366
37085,"Harnett, North Carolina",2020,366
39155,"Trumbull, Ohio",2024,366
39155,"Trumbull, Ohio",2016,366
39155,"Trumbull, Ohio",2020,366
39155,"Trumbull, Ohio",2012,366
45013,"Beaufort, South Carolina",2024,366
45013,"Beaufort, South Carolina",2016,366
45013,"Beaufort, South Carolina",2020,366
45013,"Beaufort, South Carolina",2012,366
46099,"Minnehaha, South Dakota",2024,366
46099,"Minnehaha, South Dakota",2016,366
46099,"Minnehaha, South Dakota",2020,366
46099,"Minnehaha, South Dakota",2012,366
46103,"Pennington, South Dakota",2024,366
46103,"Pennington, South Dakota",2016,366
46103,"Pennington, South Dakota",2020,366
46103,"Pennington, South Dakota",2012,366
48167,"Galveston, Texas",2024,366
48167,"Galveston, Texas",2016,366
48167,"Galveston, Texas",2020,366
48167,"Galveston, Texas",2012,366
48223,"Hopkins, Texas",2024,366
48223,"Hopkins, Texas",2020,366
48223,"Hopkins, Texas",2012,366
48281,"Lampasas, Texas",2016,366
49007,"Carbon, Utah",2016,366
49007,"Carbon, Utah",2020,366
49007,"Carbon, Utah",2012,366
53029,"Island, Washington",2024,366
53029,"Island, Washington",2016,366
53029,"Island, Washington",2020,366
53029,"Island, Washington",2012,366
54055,"Mercer, West Virginia",2016,366
54055,"Mercer, West Virginia",2020,366
54055,"Mercer, West Virginia",2012,366
55087,"Outagamie, Wisconsin",2024,366
55087,"Outagamie, Wisconsin",2016,366
55087,"Outagamie, Wisconsin",2020,366
55087,"Outagamie, Wisconsin",2012,366
56005,"Campbell, Wyoming",2024,366
56005,"Campbell, Wyoming",2020,366
56005,"Campbell, Wyoming",2012,366
01055,"Etowah, Alabama",2016,366
01089,"Madison, Alabama",2024,366
01089,"Madison, Alabama",2016,366
01089,"Madison, Alabama",2020,366
01089,"Madison, Alabama",2012,366
06107,"Tulare, California",2024,366
06107,"Tulare, California",2016,366
06107,"Tulare, California",2020,366
06107,"Tulare, California",2012,366
08079,"Mineral, Colorado",2024,366
08087,"Morgan, Colorado",2024,366
08107,"Routt, Colorado",2024,366
08107,"Routt, Colorado",2016,366
08107,"Routt, Colorado",2020,366
08107,"Routt, Colorado",2012,366
09003,"Hartford, Connecticut",2024,366
09003,"Hartford, Connecticut",2016,366
09003,"Hartford, Connecticut",2020,366
09003,"Hartford, Connecticut",2012,366
13189,"McDuffie, Georgia",2012,366
17141,"Ogle, Illinois",2016,366
17141,"Ogle, Illinois",2020,366
17141,"Ogle, Illinois",2012,366
17195,"Whiteside, Illinois",2020,366
19019,"Buchanan, Iowa",2024,366
19019,"Buchanan, Iowa",2016,366
19019,"Buchanan, Iowa",2012,366
19041,"Clay, Iowa",2024,366
19041,"Clay, Iowa",2016,366
19041,"Clay, Iowa",2020,366
19041,"Clay, Iowa",2012,366
19083,"Hardin, Iowa",2020,366
19083,"Hardin, Iowa",2012,366
19139,"Muscatine, Iowa",2020,366
19139,"Muscatine, Iowa",2012,366
20167,"Russell, Kansas",2024,366
20167,"Russell, Kansas",2020,366
20167,"Russell, Kansas",2012,366
21047,"Christian, Kentucky",2016,366
21047,"Christian, Kentucky",2020,366
21047,"Christian, Kentucky",2012,366
22105,"Tangipahoa, Louisiana",2024,366
22105,"Tangipahoa, Louisiana",2016,366
22105,"Tangipahoa, Louisiana",2020,366
24041,"Talbot, Maryland",2024,366
24041,"Talbot, Maryland",2020,366
24041,"Talbot, Maryland",2012,366
26017,"Bay, Michigan",2020,366
26157,"Tuscola, Michigan",2016,366
26157,"Tuscola, Michigan",2012,366
29053,"Cooper, Missouri",2024,366
29077,"Greene, Missouri",2024,366
29077,"Greene, Missouri",2016,366
29077,"Greene, Missouri",2020,366
29077,"Greene, Missouri",2012,366
30013,"Cascade, Montana",2024,366
30013,"Cascade, Montana",2016,366
30013,"Cascade, Montana",2020,366
30013,"Cascade, Montana",2012,366
34037,"Sussex, New Jersey",2024,366
34037,"Sussex, New Jersey",2016,366
34037,"Sussex, New Jersey",2020,366
36103,"Suffolk, New York",2024,366
36103,"Suffolk, New York",2016,366
36103,"Suffolk, New York",2020,366
36103,"Suffolk, New York",2012,366
39037,"Darke, Ohio",2016,366
39037,"Darke, Ohio",2020,366
39041,"Delaware, Ohio",2020,366
42029,"Chester, Pennsylvania",2024,366
42029,"Chester, Pennsylvania",2016,366
42029,"Chester, Pennsylvania",2020,366
42029,"Chester, Pennsylvania",2012,366
45023,"Chester, South Carolina",2020,366
45039,"Fairfield, South Carolina",2020,366
45051,"Horry, South Carolina",2024,366
45051,"Horry, South Carolina",2016,366
45051,"Horry, South Carolina",2020,366
45051,"Horry, South Carolina",2012,366
45063,"Lexington, South Carolina",2024,366
45063,"Lexington, South Carolina",2016,366
45063,"Lexington, South Carolina",2020,366
45063,"Lexington, South Carolina",2012,366
45073,"Oconee, South Carolina",2016,366
45073,"Oconee, South Carolina",2020,366
45073,"Oconee, South Carolina",2012,366
46085,"Lyman, South Dakota",2024,366
46085,"Lyman, South Dakota",2016,366
46085,"Lyman, South Dakota",2020,366
46085,"Lyman, South Dakota",2012,366
46093,"Meade, South Dakota",2024,366
46093,"Meade, South Dakota",2016,366
46093,"Meade, South Dakota",2020,366
46093,"Meade, South Dakota",2012,366
48227,"Howard, Texas",2024,366
48227,"Howard, Texas",2016,366
48227,"Howard, Texas",2020,366
48325,"Medina, Texas",2024,366
48325,"Medina, Texas",2020,366
48325,"Medina, Texas",2012,366
49001,"Beaver, Utah",2016,366
49001,"Beaver, Utah",2020,366
49001,"Beaver, Utah",2012,366
51013,"Arlington, Virginia",2024,366
51013,"Arlington, Virginia",2016,366
51013,"Arlington, Virginia",2020,366
51013,"Arlington, Virginia",2012,366
53011,"Clark, Washington",2016,366
53011,"Clark, Washington",2020,366
53011,"Clark, Washington",2012,366
54061,"Monongalia, West Virginia",2024,366
54061,"Monongalia, West Virginia",2016,366
54061,"Monongalia, West Virginia",2020,366
54061,"Monongalia, West Virginia",2012,366
55061,"Kewaunee, Wisconsin",2012,366
55117,"Sheboygan, Wisconsin",2024,366
55117,"Sheboygan, Wisconsin",2016,366
55117,"Sheboygan, Wisconsin",2020,366
55117,"Sheboygan, Wisconsin",2012,366
05069,"Jefferson, Arkansas",2016,366
05069,"Jefferson, Arkansas",2012,366
08059,"Jefferson, Colorado",2024,366
08059,"Jefferson, Colorado",2016,366
08059,"Jefferson, Colorado",2020,366
08059,"Jefferson, Colorado",2012,366
08075,"Logan, Colorado",2024,366
08075,"Logan, Colorado",2016,366
08075,"Logan, Colorado",2020,366
11001,"District of Columbia, District of Columbia",2012,366
12037,"Franklin, Florida",2024,366
12037,"Franklin, Florida",2016,366
12037,"Franklin, Florida",2020,366
12037,"Franklin, Florida",2012,366
12063,"Jackson, Florida",2016,366
12063,"Jackson, Florida",2020,366
16081,"Teton, Idaho",2020,366
16081,"Teton, Idaho",2012,366
17105,"Livingston, Illinois",2020,366
17105,"Livingston, Illinois",2012,366
20009,"Barton, Kansas",2016,366
20009,"Barton, Kansas",2020,366
20051,"Ellis, Kansas",2016,366
20051,"Ellis, Kansas",2020,366
20051,"Ellis, Kansas",2012,366
26005,"Allegan, Michigan",2024,366
26005,"Allegan, Michigan",2016,366
26005,"Allegan, Michigan",2020,366
26005,"Allegan, Michigan",2012,366
26031,"Cheboygan, Michigan",2024,366
26031,"Cheboygan, Michigan",2016,366
26031,"Cheboygan, Michigan",2020,366
26031,"Cheboygan, Michigan",2012,366
26147,"St Clair, Michigan",2024,366
26147,"St Clair, Michigan",2016,366
26147,"St Clair, Michigan",2020,366
26147,"St Clair, Michigan",2012,366
27169,"Winona, Minnesota",2024,366
27169,"Winona, Minnesota",2016,366
27169,"Winona, Minnesota",2012,366
29009,"Barry, Missouri",2020,366
30025,"Fallon, Montana",2024,366
30025,"Fallon, Montana",2016,366
30025,"Fallon, Montana",2012,366
31029,"Chase, Nebraska",2024,366
31029,"Chase, Nebraska",2016,366
31029,"Chase, Nebraska",2020,366
31029,"Chase, Nebraska",2012,366
31137,"Phelps, Nebraska",2024,366
31137,"Phelps, Nebraska",2016,366
31137,"Phelps, Nebraska",2020,366
31137,"Phelps, Nebraska",2012,366
36013,"Chautauqua, New York",2024,366
36013,"Chautauqua, New York",2016,366
36013,"Chautauqua, New York",2020,366
36013,"Chautauqua, New York",2012,366
37057,"Davidson, North Carolina",2024,366
37057,"Davidson, North Carolina",2016,366
37057,"Davidson, North Carolina",2012,366
37165,"Scotland, North Carolina",2012,366
38095,"Towner, North Dakota",2016,366
38095,"Towner, North Dakota",2020,366
39035,"Cuyahoga, Ohio",2024,366
39035,"Cuyahoga, Ohio",2016,366
39035,"Cuyahoga, Ohio",2020,366
39035,"Cuyahoga, Ohio",2012,366
40081,"Lincoln, Oklahoma",2016,366
40081,"Lincoln, Oklahoma",2012,366
41029,"Jackson, Oregon",2024,366
41029,"Jackson, Oregon",2016,366
41029,"Jackson, Oregon",2020,366
41029,"Jackson, Oregon",2012,366
42071,"Lancaster, Pennsylvania",2024,366
42071,"Lancaster, Pennsylvania",2016,366
42071,"Lancaster, Pennsylvania",2020,366
42071,"Lancaster, Pennsylvania",2012,366
48043,"Brewster, Texas",2024,366
48043,"Brewster, Texas",2016,366
48043,"Brewster, Texas",2020,366
48043,"Brewster, Texas",2012,366
53039,"Klickitat, Washington",2016,366
53039,"Klickitat, Washington",2020,366
53039,"Klickitat, Washington",2012,366
55101,"Racine, Wisconsin",2024,366
55101,"Racine, Wisconsin",2016,366
55101,"Racine, Wisconsin",2020,366
55101,"Racine, Wisconsin",2012,366
56007,"Carbon, Wyoming",2024,366
56007,"Carbon, Wyoming",2016,366
56007,"Carbon, Wyoming",2020,366
01039,"Covington, Alabama",2024,366
01039,"Covington, Alabama",2016,366
01039,"Covington, Alabama",2020,366
01039,"Covington, Alabama",2012,366
01065,"Hale, Alabama",2020,366
01079,"Lawrence, Alabama",2024,366
01079,"Lawrence, Alabama",2016,366
01079,"Lawrence, Alabama",2020,366
01079,"Lawrence, Alabama",2012,366
12009,"Brevard, Florida",2024,366
12009,"Brevard, Florida",2016,366
12009,"Brevard, Florida",2020,366
12009,"Brevard, Florida",2012,366
12091,"Okaloosa, Florida",2024,366
12091,"Okaloosa, Florida",2016,366
12091,"Okaloosa, Florida",2020,366
12091,"Okaloosa, Florida",2012,366
13045,"Carroll, Georgia",2020,366
16027,"Canyon, Idaho",2024,366
16027,"Canyon, Idaho",2016,366
16027,"Canyon, Idaho",2020,366
17037,"De Kalb, Illinois",2024,366
17037,"De Kalb, Illinois",2016,366
17037,"De Kalb, Illinois",2020,366
17037,"De Kalb, Illinois",2012,366
18133,"Putnam, Indiana",2016,366
18141,"St Joseph, Indiana",2024,366
18141,"St Joseph, Indiana",2016,366
18141,"St Joseph, Indiana",2020,366
18141,"St Joseph, Indiana",2012,366
20173,"Sedgwick, Kansas",2024,366
20173,"Sedgwick, Kansas",2016,366
20173,"Sedgwick, Kansas",2020,366
20173,"Sedgwick, Kansas",2012,366
23013,"Knox, Maine",2016,366
23013,"Knox, Maine",2020,366
23013,"Knox, Maine",2012,366
27121,"Pope, Minnesota",2016,366
27121,"Pope, Minnesota",2012,366
28045,"Hancock, Mississippi",2016,366
28045,"Hancock, Mississippi",2020,366
28045,"Hancock, Mississippi",2012,366
28081,"Lee, Mississippi",2024,366
28081,"Lee, Mississippi",2016,366
28081,"Lee, Mississippi",2020,366
28081,"Lee, Mississippi",2012,366
29065,"Dent, Missouri",2024,366
29065,"Dent, Missouri",2016,366
29065,"Dent, Missouri",2020,366
29065,"Dent, Missouri",2012,366
29187,"St Francois, Missouri",2016,366
29187,"St Francois, Missouri",2020,366
31045,"Dawes, Nebraska",2024,366
31045,"Dawes, Nebraska",2016,366
31045,"Dawes, Nebraska",2020,366
31045,"Dawes, Nebraska",2012,366
35037,"Quay, New Mexico",2016,366
35037,"Quay, New Mexico",2012,366
37055,"Dare, North Carolina",2024,366
37055,"Dare, North Carolina",2016,366
37055,"Dare, North Carolina",2020,366
37055,"Dare, North Carolina",2012,366
40061,"Haskell, Oklahoma",2024,366
40111,"Okmulgee, Oklahoma",2024,366
46065,"Hughes, South Dakota",2024,366
46065,"Hughes, South Dakota",2016,366
46065,"Hughes, South Dakota",2020,366
46065,"Hughes, South Dakota",2012,366
48341,"Moore, Texas",2016,366
48341,"Moore, Texas",2020,366
48349,"Navarro, Texas",2024,366
48349,"Navarro, Texas",2016,366
48491,"Williamson, Texas",2024,366
48491,"Williamson, Texas",2016,366
48491,"Williamson, Texas",2020,366
48491,"Williamson, Texas",2012,366
49019,"Grand, Utah",2024,366
49019,"Grand, Utah",2016,366
49019,"Grand, Utah",2020,366
49019,"Grand, Utah",2012,366
49051,"Wasatch, Utah",2020,366
49051,"Wasatch, Utah",2012,366
49055,"Wayne, Utah",2024,366
49055,"Wayne, Utah",2016,366
49055,"Wayne, Utah",2020,366
49055,"Wayne, Utah",2012,366
53075,"Whitman, Washington",2024,366
53075,"Whitman, Washington",2016,366
53075,"Whitman, Washington",2020,366
53075,"Whitman, Washington",2012,366
56003,"Big Horn, Wyoming",2024,366
56003,"Big Horn, Wyoming",2016,366
56003,"Big Horn, Wyoming",2020,366
56003,"Big Horn, Wyoming",2012,366
01021,"Chilton, Alabama",2024,366
01021,"Chilton, Alabama",2016,366
01021,"Chilton, Alabama",2020,366
01071,"Jackson, Alabama",2024,366
01071,"Jackson, Alabama",2016,366
01071,"Jackson, Alabama",2020,366
01071,"Jackson, Alabama",2012,366
08003,"Alamosa, Colorado",2024,366
08003,"Alamosa, Colorado",2020,366
08003,"Alamosa, Colorado",2012,366
09007,"Middlesex, Connecticut",2024,366
12011,"Broward, Florida",2024,366
12011,"Broward, Florida",2016,366
12011,"Broward, Florida",2020,366
12011,"Broward, Florida",2012,366
12031,"Duval, Florida",2024,366
12031,"Duval, Florida",2016,366
12031,"Duval, Florida",2020,366
12031,"Duval, Florida",2012,366
12081,"Manatee, Florida",2024,366
12081,"Manatee, Florida",2016,366
12081,"Manatee, Florida",2020,366
12081,"Manatee, Florida",2012,366
12085,"Martin, Florida",2024,366
12085,"Martin, Florida",2016,366
12085,"Martin, Florida",2020,366
12085,"Martin, Florida",2012,366
12119,"Sumter, Florida",2016,366
12119,"Sumter, Florida",2012,366
13133,"Greene, Georgia",2020,366
13133,"Greene, Georgia",2012,366
13261,"Sumter, Georgia",2020,366
16065,"Madison, Idaho",2016,366
16065,"Madison, Idaho",2020,366
16065,"Madison, Idaho",2012,366
17045,"Edgar, Illinois",2024,366
17045,"Edgar, Illinois",2020,366
17113,"Mclean, Illinois",2024,366
17113,"Mclean, Illinois",2016,366
17113,"Mclean, Illinois",2020,366
17113,"Mclean, Illinois",2012,366
17167,"Sangamon, Illinois",2016,366
17167,"Sangamon, Illinois",2020,366
17167,"Sangamon, Illinois",2012,366
19137,"Montgomery, Iowa",2024,366
19137,"Montgomery, Iowa",2016,366
19137,"Montgomery, Iowa",2012,366
20061,"Geary, Kansas",2016,366
20061,"Geary, Kansas",2020,366
20091,"Johnson, Kansas",2024,366
20091,"Johnson, Kansas",2016,366
20091,"Johnson, Kansas",2020,366
20091,"Johnson, Kansas",2012,366
20169,"Saline, Kansas",2024,366
20169,"Saline, Kansas",2016,366
20169,"Saline, Kansas",2020,366
20169,"Saline, Kansas",2012,366
22019,"Calcasieu, Louisiana",2024,366
22019,"Calcasieu, Louisiana",2016,366
22019,"Calcasieu, Louisiana",2020,366
22019,"Calcasieu, Louisiana",2012,366
22099,"St Martin, Louisiana",2024,366
22099,"St Martin, Louisiana",2020,366
22099,"St Martin, Louisiana",2012,366
24029,"Kent, Maryland",2012,366
29219,"Warren, Missouri",2020,366
31145,"Red Willow, Nebraska",2016,366
31145,"Red Willow, Nebraska",2020,366
31145,"Red Willow, Nebraska",2012,366
32011,"Eureka, Nevada",2024,366
32011,"Eureka, Nevada",2016,366
32011,"Eureka, Nevada",2012,366
35025,"Lea, New Mexico",2024,366
35025,"Lea, New Mexico",2016,366
35025,"Lea, New Mexico",2020,366
35025,"Lea, New Mexico",2012,366
36089,"St Lawrence, New York",2024,366
36089,"St Lawrence, New York",2016,366
36089,"St Lawrence, New York",2020,366
36089,"St Lawrence, New York",2012,366
37109,"Lincoln, North Carolina",2024,366
37109,"Lincoln, North Carolina",2020,366
40051,"Grady, Oklahoma",2024,366
40051,"Grady, Oklahoma",2016,366
40153,"Woodward, Oklahoma",2020,366
40153,"Woodward, Oklahoma",2012,366
41041,"Lincoln, Oregon",2024,366
41041,"Lincoln, Oregon",2016,366
41041,"Lincoln, Oregon",2020,366
41041,"Lincoln, Oregon",2012,366
41061,"Union, Oregon",2016,366
42075,"Lebanon, Pennsylvania",2016,366
45085,"Sumter, South Carolina",2024,366
45085,"Sumter, South Carolina",2016,366
45085,"Sumter, South Carolina",2020,366
45085,"Sumter, South Carolina",2012,366
47037,"Davidson, Tennessee",2024,366
47037,"Davidson, Tennessee",2016,366
47037,"Davidson, Tennessee",2020,366
47037,"Davidson, Tennessee",2012,366
48025,"Bee, Texas",2016,366
48189,"Hale, Texas",2024,366
48189,"Hale, Texas",2020,366
48189,"Hale, Texas",2012,366
48217,"Hill, Texas",2024,366
48217,"Hill, Texas",2020,366
48217,"Hill, Texas",2012,366
48245,"Jefferson, Texas",2024,366
48245,"Jefferson, Texas",2016,366
48245,"Jefferson, Texas",2020,366
48245,"Jefferson, Texas",2012,366
48257,"Kaufman, Texas",2024,366
48257,"Kaufman, Texas",2020,366
48257,"Kaufman, Texas",2012,366
48309,"McLennan, Texas",2024,366
48309,"McLennan, Texas",2016,366
48309,"McLennan, Texas",2020,366
48309,"McLennan, Texas",2012,366
48367,"Parker, Texas",2016,366
48367,"Parker, Texas",2020,366
48471,"Walker, Texas",2024,366
48471,"Walker, Texas",2016,366
48471,"Walker, Texas",2020,366
48497,"Wise, Texas",2024,366
48497,"Wise, Texas",2016,366
48497,"Wise, Texas",2020,366
48497,"Wise, Texas",2012,366
50023,"Washington, Vermont",2024,366
50023,"Washington, Vermont",2016,366
50023,"Washington, Vermont",2020,366
50023,"Washington, Vermont",2012,366
51001,"Accomack, Virginia",2024,366
51001,"Accomack, Virginia",2016,366
51001,"Accomack, Virginia",2020,366
51001,"Accomack, Virginia",2012,366
51059,"Fairfax, Virginia",2024,366
51059,"Fairfax, Virginia",2016,366
51059,"Fairfax, Virginia",2020,366
51059,"Fairfax, Virginia",2012,366
53009,"Clallam, Washington",2024,366
53009,"Clallam, Washington",2016,366
53009,"Clallam, Washington",2020,366
53009,"Clallam, Washington",2012,366
04017,"Navajo, Arizona",2024,366
04017,"Navajo, Arizona",2016,366
04017,"Navajo, Arizona",2020,366
04017,"Navajo, Arizona",2012,366
05093,"Mississippi, Arkansas",2016,366
05093,"Mississippi, Arkansas",2020,366
05093,"Mississippi, Arkansas",2012,366
06031,"Kings, California",2024,366
06031,"Kings, California",2016,366
06031,"Kings, California",2020,366
06031,"Kings, California",2012,366
08105,"Rio Grande, Colorado",2012,366
09001,"Fairfield, Connecticut",2024,366
09001,"Fairfield, Connecticut",2016,366
09001,"Fairfield, Connecticut",2020,366
09001,"Fairfield, Connecticut",2012,366
12097,"Osceola, Florida",2024,366
12097,"Osceola, Florida",2016,366
12097,"Osceola, Florida",2012,366
15007,"Kauai, Hawaii",2024,366
15007,"Kauai, Hawaii",2016,366
15007,"Kauai, Hawaii",2020,366
15007,"Kauai, Hawaii",2012,366
16053,"Jerome, Idaho",2024,366
16053,"Jerome, Idaho",2016,366
16053,"Jerome, Idaho",2020,366
16053,"Jerome, Idaho",2012,366
17029,"Coles, Illinois",2016,366
17029,"Coles, Illinois",2020,366
17029,"Coles, Illinois",2012,366
17043,"Du Page, Illinois",2024,366
17043,"Du Page, Illinois",2016,366
17043,"Du Page, Illinois",2020,366
17043,"Du Page, Illinois",2012,366
18053,"Grant, Indiana",2020,366
18095,"Madison, Indiana",2024,366
18095,"Madison, Indiana",2020,366
19029,"Cass, Iowa",2024,366
19101,"Jefferson, Iowa",2020,366
19101,"Jefferson, Iowa",2012,366
19169,"Story, Iowa",2024,366
19169,"Story, Iowa",2016,366
19169,"Story, Iowa",2020,366
19169,"Story, Iowa",2012,366
24003,"Anne Arundel, Maryland",2024,366
24003,"Anne Arundel, Maryland",2016,366
24003,"Anne Arundel, Maryland",2020,366
24003,"Anne Arundel, Maryland",2012,366
26043,"Dickinson, Michigan",2024,366
26043,"Dickinson, Michigan",2016,366
26043,"Dickinson, Michigan",2020,366
26043,"Dickinson, Michigan",2012,366
26087,"Lapeer, Michigan",2024,366
26087,"Lapeer, Michigan",2016,366
26087,"Lapeer, Michigan",2020,366
26145,"Saginaw, Michigan",2024,366
26145,"Saginaw, Michigan",2016,366
26145,"Saginaw, Michigan",2020,366
26145,"Saginaw, Michigan",2012,366
29131,"Miller, Missouri",2020,366
29131,"Miller, Missouri",2012,366
31177,"Washington, Nebraska",2020,366
31177,"Washington, Nebraska",2012,366
36045,"Jefferson, New York",2024,366
36045,"Jefferson, New York",2016,366
36045,"Jefferson, New York",2020,366
36045,"Jefferson, New York",2012,366
37135,"Orange, North Carolina",2024,366
37135,"Orange, North Carolina",2016,366
37135,"Orange, North Carolina",2020,366
37135,"Orange, North Carolina",2012,366
41067,"Washington, Oregon",2024,366
41067,"Washington, Oregon",2020,366
41067,"Washington, Oregon",2012,366
46011,"Brookings, South Dakota",2024,366
46011,"Brookings, South Dakota",2016,366
46011,"Brookings, South Dakota",2020,366
48051,"Burleson, Texas",2012,366
48357,"Ochiltree, Texas",2020,366
48371,"Pecos, Texas",2024,366
48371,"Pecos, Texas",2016,366
48371,"Pecos, Texas",2020,366
48371,"Pecos, Texas",2012,366
48395,"Robertson, Texas",2020,366
